2589.672852,2539.704346,2486.313232,2104.352295,2157.335449,1632.485107,1591.028809,811.825989,773.562073
2580.763672,2439.861084,2537.772705,2096.873047,2161.761475,1635.679932,1612.44397,798.054382,750.451782
2535.338379,2359.098389,2511.201416,2166.525635,2151.543457,1636.312622,1557.235718,775.58905,801.73584
2562.694336,2406.18457,2520.132568,2047.919434,2169.282471,1629.889282,1599.37207,794.850708,785.118469
2524.376221,2468.467285,2525.857178,2144.953613,2176.981445,1611.473511,1585.114258,833.192993,799.635559
2546.360107,2497.773438,2445.989258,2175.043213,2130.248535,1709.602417,1572.024536,823.198547,750.69519
2652.648438,2521.064941,2560.510254,2073.645508,2199.224609,1643.459839,1623.285522,799.805969,764.233704
2529.045654,2430.793701,2510.502441,2170.29248,2141.654541,1631.034058,1698.461182,837.31073,769.458862
2529.637695,2446.259277,2436.125244,2127.616699,2167.283203,1661.154663,1614.360962,792.820313,750.524536
2670.76123,2456.517578,2459.567139,2149.261719,2145.303955,1714.726074,1616.02124,812.820496,777.299133
2598.479492,2433.266357,2502.9021,2125.916992,2154.326904,1638.971558,1557.234131,797.21228,772.353271
2529.29541,2474.071045,2488.164551,2118.907471,2163.804199,1633.562012,1571.849609,777.033569,789.411499
2681.177734,2474.619141,2515.602783,2158.097412,2209.43042,1684.480957,1595.262573,814.203186,778.82135
2603.705566,2411.3396,2492.404785,2118.657471,2242.427979,1671.473389,1583.729736,795.057556,736.170471
2632.858398,2452.924316,2584.438965,2142.208008,2216.76001,1715.178101,1628.186401,840.21637,771.102234
2632.630371,2437.730713,2558.584717,2078.00415,2172.76123,1668.141968,1576.256714,831.202698,734.067627
2580.229736,2435.868164,2507.563721,2080.093994,2115.713867,1625.794434,1600.220459,856.919128,769.191101
2586.54248,2428.29541,2593.442139,2082.149658,2183.323242,1681.618408,1620.341675,791.061646,765.741638
2665.467285,2498.760254,2550.824219,2150.3396,2218.610352,1630.954102,1668.847778,849.935425,794.172119
2680.904297,2478.021484,2558.310059,2130.297119,2233.223633,1720.549072,1569.082886,834.224121,772.499023
2634.418701,2447.857178,2563.086182,2148.516113,2186.94873,1637.483032,1580.569458,808.789673,777.381042
2595.50293,2462.479736,2514.78125,2028.584229,2214.814453,1655.411133,1624.657837,764.574097,737.721313
2598.781494,2524.455078,2534.117676,2150.268555,2190.369629,1649.849731,1579.602173,785.332275,745.586914
2646.792236,2448.434326,2538.650146,2165.273193,2284.40332,1696.029297,1655.112305,784.99707,762.134277
2674.445557,2448.797607,2524.311523,2202.761963,2216.361816,1640.765381,1584.827393,813.42041,758.878113
2580.854492,2423.669434,2553.123535,2163.910156,2209.046875,1673.305786,1655.671021,855.099365,759.014343
2551.409912,2427.196777,2473.798584,2139.546631,2195.428711,1660.655762,1659.231812,766.86792,785.092102
2585.80957,2489.852295,2660.411621,2076.513428,2194.02124,1679.783936,1586.121948,823.60553,818.07135
2690.94458,2497.696045,2531.516602,2201.020264,2142.272217,1662.622192,1642.623901,810.441956,759.677124
