,17,9,29,26,50,4,5,13,64
0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.000446109864836,0.0,0.00159672820535,0.0,0.0,0.0,0.0,0.0
2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.00210139952685,0.0,0.0,0.0,0.0,0.0,0.0
9,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,,0.0,,,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,,0.0,0.0,0.0,6.00622131171e-05,0.0
15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
16,0.00240225313896,0.000405348053454,0.00144996532623,0.00145083245396,0.000555076605273,0.000140086940226,6.96764138942e-05,7.87676880222e-05,0.000101882789308
17,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
26,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
28,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29,0.00383646256943,0.0,0.00231563344047,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
31,,0.0,0.000900614947605,0.0,0.0,0.0,0.0,0.0,0.0
32,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.00115338874053,,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
38,0.00459167009057,0.0,,0.0,,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,,0.0,0.0,0.0,6.064681654e-05,0.0
40,0.0,0.0,0.00133400780306,,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
45,0.00369596348524,0.000623644352914,0.00223083022089,0.00223216433192,0.00085400777767,0.00021552941588,0.000107199977121,0.000121187269579,0.000156750786564
46,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.000730420033153,0.0,0.0,0.0,,0.0
48,0.0,0.0,,0.0,0.0,0.0,0.0,7.17574970238e-05,0.0
49,0.0,0.0,0.0,,0.0,0.0,0.0,5.39350500653e-05,0.0
50,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
55,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,,0.0,0.0,0.00100192687942,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
62,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.00106418372073,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,,,0.0,,0.0,0.0,0.0
66,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
67,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.00236980309806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.00211574832755,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.00205322500864,0.0,0.0,,0.0,0.0,0.0
79,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.00230990430664,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
92,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
