Bilat 1vs1
CVA 	 0.0234959165911 	 0.0485317740678
DVA 	 0.0236069795565 	 0.0969989095859
FVA 	 0.00609810435233 	 0.39465586429
KVA_0SA_CCR 	 0.966714013344 	 0.02403481022
KVA_0SA_CVA 	 0.309714010286 	 0.0228169330427
KVA_95_CCR 	 1.22788488729 	 0.0208446551236
KVA_95_CVA 	 0.408424937812 	 0.019548748162
KVA_99_CCR 	 1.34854048754 	 0.0197119806781
KVA_99_CVA 	 0.454538740062 	 0.0184119089907
K_0SA 	 1.27642802363 	 0.0235213916808
K_95 	 1.63630982511 	 0.0203230596849
K_99 	 1.8030792276 	 0.0191928823355

Bilat 1vs8
CVA 	 0.0277633065928 	 0.0461701154976
DVA 	 0.0227692137737 	 0.0951988561682
FVA 	 0.00666985766 	 0.363004571446
KVA_0SA_CCR 	 0.870747975764 	 0.0233987917583
KVA_0SA_CVA 	 0.329629525031 	 0.023345380685
KVA_95_CCR 	 1.11096561135 	 0.0202162312949
KVA_95_CVA 	 0.439464223647 	 0.0199186261379
KVA_99_CCR 	 1.2222049281 	 0.0190884346363
KVA_99_CVA 	 0.491060020164 	 0.0187368617776
K_0SA 	 1.20037750079 	 0.0230442492871
K_95 	 1.550429835 	 0.0198190123644
K_99 	 1.71326494826 	 0.0186839073664

CCP 1vs1
CVA 	 [ 0.03475217] 	 [ 0.13220419]
DVA 	 0.0173505288021 	 0.112277716654
FVA 	 -0.0472881790235 	 -0.0714823681627
KVA95 	 0.0558960777764 	 0.0189590500981
KVA99 	 0.0592033378977 	 0.0181729894731
KVASA 	 0.0484820911641 	 0.0208765988749

CCP 1vs8
CVA 	 [ 0.02284881] 	 [ 0.0404081]
DVA 	 0.0173505288021 	 0.112277716654
FVA 	 -0.0472881790235 	 -0.0714823681627
KVA95 	 0.0560635852786 	 0.0186697121228
KVA99 	 0.0593777999639 	 0.0178875640249
KVASA 	 0.0486305416245 	 0.0205716193333

CCP 1vs1 - DF = 0.05*IM
CVA 	 [ 0.03323312] 	 [ 0.13491156]
DVA 	 0.0164670391097 	 0.117693142446
FVA 	 -0.0440132104906 	 -0.0777460890168
KVA95 	 0.0364780734904 	 0.0166486008633
KVA99 	 0.0390353592321 	 0.0157842238641
KVASA 	 0.0306136511821 	 0.0181861207369

CCP 1vs1 - DF = 0.2 
CVA 	 [ 0.02890474] 	 [ 0.14381029]
DVA 	 0.0142049139028 	 0.134676474482
FVA 	 -0.0341880383068 	 -0.10422352477
KVA95 	 0.0492016488716 	 0.0186727555247
KVA99 	 0.0522062721362 	 0.0178668834948
KVASA 	 0.0422454633281 	 0.0203596583395
